[00:00:31] [Server thread/INFO]: ThiagoRX hit the ground too hard
[00:00:32] [Server thread/FATAL]: Error executing task on Server
java.lang.NullPointerException: null
	at yf.b(SourceFile:201) ~[server.jar:?]
	at xy.a(SourceFile:938) ~[server.jar:?]
	at yk.a(SourceFile:478) ~[server.jar:?]
	at ze.a(SourceFile:860) ~[server.jar:?]
	at rk.a(SourceFile:122) ~[server.jar:?]
	at rk$b.a(SourceFile:18) ~[server.jar:?]
	at nb.a(SourceFile:21) ~[server.jar:?]
	at ui.run(SourceFile:18) ~[server.jar:?]
	at alh.c(SourceFile:144) [server.jar:?]
	at all.c(SourceFile:23) [server.jar:?]
	at net.minecraft.server.MinecraftServer.b(SourceFile:741) [server.jar:?]
	at net.minecraft.server.MinecraftServer.c(SourceFile:140) [server.jar:?]
	at alh.x(SourceFile:118) [server.jar:?]
	at net.minecraft.server.MinecraftServer.bb(SourceFile:723) [server.jar:?]
	at net.minecraft.server.MinecraftServer.x(SourceFile:717) [server.jar:?]
	at alh.c(SourceFile:127) [server.jar:?]
	at net.minecraft.server.MinecraftServer.w(SourceFile:702) [server.jar:?]
	at net.minecraft.server.MinecraftServer.run(SourceFile:654) [server.jar:?]
	at java.lang.Thread.run(Thread.java:834) [?:?]
[00:03:25] [Server thread/INFO]: arockbet fell from a high place
[00:12:10] [Server thread/INFO]: ThiagoRX fell from a high place
[00:18:02] [Server thread/INFO]: <arockbet> 23 53
[00:18:18] [Server thread/INFO]: <arockbet> 23
[00:18:20] [Server thread/INFO]: <arockbet> 5
[00:19:17] [Server thread/INFO]: ThiagoRX fell from a high place
[00:24:51] [Server thread/INFO]: ThiagoRX fell from a high place
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[02:04:11] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
